Genome ID,GenBank Accession,Species,Subtype,Genome Status,Strain/Isolate,Collection Date,Isolation Country,Used in analysis?
11070.2738,MW945651,Dengue virus,4,Complete,01991/07,2007,Thailand,Yes
11070.2739,MW945650,Dengue virus,4,Complete,30324/94,1994,Thailand,Yes
11070.2741,MW945649,Dengue virus,4,Complete,02383/06,2006,Thailand,Yes
11070.2742,MW945648,Dengue virus,4,Complete,01320/05,2005,Thailand,Yes
11070.2743,MW945647,Dengue virus,4,Complete,00581/05,2005,Thailand,Yes
11070.2744,MW945646,Dengue virus,4,Complete,00225/06,2006,Thailand,Yes
11070.2745,MW945645,Dengue virus,4,Complete,01513/10,2010,Thailand,Yes
11070.2746,MW945644,Dengue virus,4,Complete,00599/06,2006,Thailand,Yes
11070.2747,MW945643,Dengue virus,4,Complete,01647/06,2006,Thailand,Yes
11070.2748,MW945642,Dengue virus,4,Complete,03471/99,1999,Thailand,No
11070.2749,MW945641,Dengue virus,4,Complete,BR-2,2012,Brazil,Yes
11070.2750,MW945640,Dengue virus,4,Complete,01118/07,2007,Thailand,No
11070.2751,MW945639,Dengue virus,4,Complete,05432/01,2001,Thailand,Yes
11070.2752,MW945638,Dengue virus,4,Complete,01386/10,2010,Thailand,Yes
11070.2753,MW945637,Dengue virus,4,Complete,00112/12,2012,Thailand,Yes
11070.2754,MW945636,Dengue virus,4,Complete,M30153-AC36,1973,Indonesia,Yes
11070.2755,MW945635,Dengue virus,4,Complete,00674/04,2004,Thailand,No
11070.2756,MW945634,Dengue virus,4,Complete,00395/04,2004,Thailand,Yes
11070.2757,MW945633,Dengue virus,4,Complete,00270/06,2006,Thailand,No
11070.2758,MW945632,Dengue virus,4,Complete,01710/03,2003,Thailand,Yes
11070.2759,MW945631,Dengue virus,4,Complete,01494/05,2005,Thailand,No
11070.2760,MW945630,Dengue virus,4,Complete,01394/00,2000,Thailand,Yes
11070.2761,MW945629,Dengue virus,4,Complete,00101/94,1994,Thailand,No
11070.2762,MW945628,Dengue virus,4,Complete,02012/03,2003,Thailand,Yes
11070.2763,MW945627,Dengue virus,4,Complete,00641/04,2004,Thailand,No
11070.2764,MW945626,Dengue virus,4,Complete,00877/95,1995,Thailand,Yes
11070.2765,MW945625,Dengue virus,4,Complete,30610/94,1994,Thailand,Yes
11070.2766,MW945624,Dengue virus,4,Complete,00595/14,2014,Thailand,No
11070.2767,MW945623,Dengue virus,4,Complete,02207/03,2003,Thailand,No
11070.2768,MW945622,Dengue virus,4,Complete,00615/14,2014,Thailand,No
11070.2769,MW945621,Dengue virus,4,Complete,00886/01,2001,Thailand,No
11070.2770,MW945620,Dengue virus,4,Complete,00261/99,1999,Thailand,Yes
11070.2771,MW945619,Dengue virus,4,Complete,01626/96,1996,Thailand,Yes
11070.2772,MW945618,Dengue virus,4,Complete,01271/06,2006,Thailand,Yes
11070.2773,MW945617,Dengue virus,4,Complete,01222/02,2002,Thailand,Yes
11070.2774,MW945616,Dengue virus,4,Complete,02197/03,2003,Thailand,Yes
11070.2775,MW945615,Dengue virus,4,Complete,06712/01,2001,Thailand,No
11070.2776,MW945614,Dengue virus,4,Complete,02700/06,2006,Thailand,Yes
11070.2777,MW945613,Dengue virus,4,Complete,00777/14,2014,Thailand,Yes
11070.2778,MW945612,Dengue virus,4,Complete,03494/99,1999,Thailand,No
11070.2779,MW945611,Dengue virus,4,Complete,01244/06,2006,Thailand,Yes
11070.2780,MW945610,Dengue virus,4,Complete,00225/03,2003,Thailand,Yes
11070.2781,MW945609,Dengue virus,4,Complete,00095/94,1994,Thailand,No
11070.2782,MW945608,Dengue virus,4,Complete,05984/00,2000,Thailand,No
11070.2783,MW945607,Dengue virus,4,Complete,01993/07,2007,Thailand,No
11070.2784,MW945606,Dengue virus,4,Complete,02168/03,2003,Thailand,Yes
11070.2785,MW945605,Dengue virus,4,Complete,02452/03,2003,Thailand,Yes
11070.2786,MW945604,Dengue virus,4,Complete,01101/07,2007,Thailand,Yes
11070.2787,MW945603,Dengue virus,4,Complete,01344/10,2010,Thailand,Yes
11070.2788,MW945602,Dengue virus,4,Complete,30341/94,1994,Thailand,Yes
11070.2789,MW945601,Dengue virus,4,Complete,00027/99,1999,Thailand,Yes
11070.2790,MW945600,Dengue virus,4,Complete,00943/05,2005,Thailand,No
11070.2791,MW945599,Dengue virus,4,Complete,01477/00,2000,Thailand,Yes
11070.2792,MW945598,Dengue virus,4,Complete,00619/06,2006,Thailand,Yes
11070.2793,MW945597,Dengue virus,4,Complete,00514/14,2014,Thailand,Yes
11070.2794,MW945596,Dengue virus,4,Complete,00477/11,2011,Thailand,Yes
11070.2795,MW945595,Dengue virus,4,Complete,00201/05,2005,Thailand,Yes
11070.2796,MW945594,Dengue virus,4,Complete,00385/14,2014,Thailand,Yes
11070.2797,MW945593,Dengue virus,4,Complete,01389/13,2013,Thailand,No
11070.2798,MW945592,Dengue virus,4,Complete,01622/04,2004,Thailand,No
11070.2799,MW945591,Dengue virus,4,Complete,00752/14,2014,Thailand,Yes
11070.2800,MW945590,Dengue virus,4,Complete,00867/94,1994,Thailand,Yes
11070.2801,MW945589,Dengue virus,4,Complete,01284/08,2008,Thailand,No
11070.2802,MW945588,Dengue virus,4,Complete,01432/09,2009,Thailand,Yes
11070.2803,MW945587,Dengue virus,4,Complete,00641/03,2003,Thailand,Yes
11070.2804,MW945586,Dengue virus,4,Complete,00433/07,2007,Thailand,No
11070.2805,MW945585,Dengue virus,4,Complete,01387/08,2008,Thailand,Yes
11070.2806,MW945584,Dengue virus,4,Complete,02192/06,2006,Thailand,Yes
11070.2807,MW945583,Dengue virus,4,Complete,06122/01,2001,Thailand,No
11070.2808,MW945581,Dengue virus,4,Complete,00588/05,2005,Thailand,No
11070.2809,MW945582,Dengue virus,4,Complete,00835/13,2013,Thailand,Yes
11070.2810,MW945580,Dengue virus,4,Complete,02897/99,1999,Thailand,No
11070.2811,MW945579,Dengue virus,4,Complete,00964/03,2003,Thailand,Yes
11070.2812,MW945578,Dengue virus,4,Complete,02765/01,2001,Thailand,Yes
11070.2813,MW945577,Dengue virus,4,Complete,00498/03,2003,Thailand,Yes
11070.2814,MW945576,Dengue virus,4,Complete,01711/06,2006,Thailand,Yes
11070.2815,MW945575,Dengue virus,4,Complete,00311/06,2006,Thailand,Yes
11070.2816,MW945574,Dengue virus,4,Complete,00152/13,2013,Thailand,Yes
11070.2817,MW945573,Dengue virus,4,Complete,01380/08,2008,Thailand,No
11070.2818,MW945572,Dengue virus,4,Complete,30158/94,1994,Thailand,No
11070.2819,MW945571,Dengue virus,4,Complete,00984/99,1999,Thailand,Yes
11070.2820,MW945570,Dengue virus,4,Complete,01391/07,2007,Thailand,No
11070.2821,MW945569,Dengue virus,4,Complete,01579/06,2006,Thailand,Yes
11070.2822,MW945568,Dengue virus,4,Complete,30091/94,1994,Thailand,No
11070.2823,MW945567,Dengue virus,4,Complete,01677/10,2010,Thailand,No
11070.2824,MW945565,Dengue virus,4,Complete,00789/14,2014,Thailand,No
11070.2825,MW945566,Dengue virus,4,Complete,01009/05,2005,Thailand,Yes
11070.2826,MW945564,Dengue virus,4,Complete,02821/99,1999,Thailand,No
11070.2827,MW945563,Dengue virus,4,Complete,00882/05,2005,Thailand,Yes
11070.2828,MW945562,Dengue virus,4,Complete,30292/94,1994,Thailand,Yes
11070.2829,MW945561,Dengue virus,4,Complete,00615/94,1994,Thailand,Yes
11070.2830,MW945560,Dengue virus,4,Complete,01216/03,2003,Thailand,Yes
11070.2831,MW945559,Dengue virus,4,Complete,00214/14,2014,Thailand,Yes
11070.2832,MW945558,Dengue virus,4,Complete,01270/10,2010,Thailand,Yes
11070.2833,MW945557,Dengue virus,4,Complete,02023/08,2008,Thailand,Yes
11070.2834,MW945556,Dengue virus,4,Complete,00950/04,2004,Thailand,Yes
11070.2835,MW945555,Dengue virus,4,Complete,00274/08,2008,Thailand,No
11070.2836,MW945553,Dengue virus,4,Complete,01382/06,2006,Thailand,Yes
11070.2837,MW945554,Dengue virus,4,Complete,01862/06,2006,Thailand,Yes
11070.2838,MW945552,Dengue virus,4,Complete,P73-1120,1973,Malaysia,No
11070.2839,MW945551,Dengue virus,4,Complete,00119/07,2007,Thailand,Yes
11070.2840,MW945550,Dengue virus,4,Complete,01012/13,2013,Thailand,Yes
11070.2841,MW945548,Dengue virus,4,Complete,05771/00,2000,Thailand,No
11070.2842,MW945547,Dengue virus,4,Complete,00737/94,1994,Thailand,No
11070.2843,MW945549,Dengue virus,4,Complete,00854/05,2005,Thailand,No
11070.2844,MW945546,Dengue virus,4,Complete,00307/07,2007,Thailand,Yes
11070.2845,MW945545,Dengue virus,4,Complete,02098/00,2000,Thailand,Yes
11070.2846,MW945544,Dengue virus,4,Complete,00567/04,2004,Thailand,Yes
11070.2847,MW945543,Dengue virus,4,Complete,00700/05,2005,Thailand,No
11070.2848,MW945541,Dengue virus,4,Complete,02201/03,2003,Thailand,Yes
11070.2849,MW945542,Dengue virus,4,Complete,02586/06,2006,Thailand,No
11070.2850,MW945540,Dengue virus,4,Complete,00307/94,1994,Thailand,Yes
11070.2851,MW945539,Dengue virus,4,Complete,00524/06,2006,Thailand,Yes
11070.2852,MW945538,Dengue virus,4,Complete,02204/07,2007,Thailand,Yes
11070.2853,MW945537,Dengue virus,4,Complete,01234/04,2004,Thailand,No
11070.2854,MW945536,Dengue virus,4,Complete,02540/06,2006,Thailand,No
11070.2855,MW945535,Dengue virus,4,Complete,00837/06,2006,Thailand,No
11070.2856,MW945534,Dengue virus,4,Complete,01645/00,2000,Thailand,Yes
11070.2857,MW945533,Dengue virus,4,Complete,00801/13,2013,Thailand,No
11070.2858,MW945532,Dengue virus,4,Complete,01211/13,2013,Thailand,Yes
11070.2859,MW945531,Dengue virus,4,Complete,01570/07,2007,Thailand,Yes
11070.2860,MW945530,Dengue virus,4,Complete,00471/08,2008,Thailand,Yes
11070.2861,MW945529,Dengue virus,4,Complete,00329/94,1994,Thailand,No
11070.2862,MW945528,Dengue virus,4,Complete,01174/06,2006,Thailand,Yes
11070.2863,MW945527,Dengue virus,4,Complete,01055/05,2005,Thailand,No
11070.2864,MW945526,Dengue virus,4,Complete,01645/04,2004,Thailand,Yes
11070.2865,MW945525,Dengue virus,4,Complete,01258/06,2006,Thailand,Yes
11070.2866,MW945523,Dengue virus,4,Complete,00618/05,2005,Thailand,Yes
11070.2867,MW945524,Dengue virus,4,Complete,03401/99,1999,Thailand,Yes
11070.2868,MW945522,Dengue virus,4,Complete,00508/99,1999,Thailand,Yes
11070.2869,MW945521,Dengue virus,4,Complete,00680/04,2004,Thailand,Yes
11070.2870,MW945520,Dengue virus,4,Complete,02198/06,2006,Thailand,Yes
11070.2871,MW945519,Dengue virus,4,Complete,BR-12,2012,Brazil,Yes
11070.2872,MW945518,Dengue virus,4,Complete,00637/12,2012,Thailand,No
11070.2873,MW945517,Dengue virus,4,Complete,01743/03,2003,Thailand,No
11070.2874,MW945516,Dengue virus,4,Complete,00694/07,2007,Thailand,Yes
11070.2875,MW945515,Dengue virus,4,Complete,00759/06,2006,Thailand,Yes
11070.2876,MW945514,Dengue virus,4,Complete,30127/94,1994,Thailand,Yes
11070.2877,MW945513,Dengue virus,4,Complete,05475/99,1999,Thailand,No
11070.2878,MW945512,Dengue virus,4,Complete,01130/07,2007,Thailand,Yes
11070.2879,MW945511,Dengue virus,4,Complete,01810/08,2008,Thailand,Yes
11070.2880,MW945510,Dengue virus,4,Complete,00010/00,2000,Thailand,Yes
11070.2881,MW945509,Dengue virus,4,Complete,00251/11,2011,Thailand,Yes
11070.2882,MW945508,Dengue virus,4,Complete,00685/14,2014,Thailand,Yes
11070.2883,MW945507,Dengue virus,4,Complete,00460/05,2005,Thailand,Yes
11070.2884,MW945506,Dengue virus,4,Complete,00691/13,2013,Thailand,No
11070.2885,MW945505,Dengue virus,4,Complete,00630/11,2011,Thailand,Yes
11070.2886,MW945504,Dengue virus,4,Complete,01270/06,2006,Thailand,No
11070.2887,MW945503,Dengue virus,4,Complete,D85-052,1985,Thailand,Yes
11070.2888,MW945502,Dengue virus,4,Complete,00369/11,2011,Thailand,Yes
11070.2889,MW945501,Dengue virus,4,Complete,01923/07,2007,Thailand,No
11070.2890,MW945500,Dengue virus,4,Complete,01798/03,2003,Thailand,Yes
11070.2891,MW945499,Dengue virus,4,Complete,00097/04,2004,Thailand,No
11070.2892,MW945498,Dengue virus,4,Complete,00283/10,2010,Thailand,Yes
11070.2893,MW945497,Dengue virus,4,Complete,02198/03,2003,Thailand,No
11070.2894,MW945496,Dengue virus,4,Complete,00171/06,2006,Thailand,No
11070.2895,MW945495,Dengue virus,4,Complete,02187/06,2006,Thailand,Yes
11070.2896,MW945494,Dengue virus,4,Complete,02131/02,2002,Thailand,Yes
11070.2897,MW945493,Dengue virus,4,Complete,04390/99,1999,Thailand,No
11070.2898,MW945492,Dengue virus,4,Complete,00362/99,1999,Thailand,Yes
11070.2899,MW945491,Dengue virus,4,Complete,00993/05,2005,Thailand,No
11070.2900,MW945490,Dengue virus,4,Complete,00789/13,2013,Thailand,No
11070.2901,MW945489,Dengue virus,4,Complete,00532/06,2006,Thailand,No
11070.2902,MW945487,Dengue virus,4,Complete,00036/95,1995,Thailand,No
11070.2903,MW945488,Dengue virus,4,Complete,01402/07,2007,Thailand,No
11070.2904,MW945486,Dengue virus,4,Complete,03348/01,2001,Thailand,No
11070.2905,MW945485,Dengue virus,4,Complete,01129/96,1996,Thailand,No
11070.2906,MW945484,Dengue virus,4,Complete,03843/01,2001,Thailand,Yes
11070.2907,MW945483,Dengue virus,4,Complete,00564/04,2004,Thailand,No
11070.2908,MW945482,Dengue virus,4,Complete,00249/10,2010,Thailand,Yes
11070.2909,MW945481,Dengue virus,4,Complete,01782/06,2006,Thailand,Yes
11070.2910,MW945480,Dengue virus,4,Complete,01227/02,2002,Thailand,Yes
11070.2911,MW945479,Dengue virus,4,Complete,01261/06,2006,Thailand,Yes
11070.2912,MW945478,Dengue virus,4,Complete,00426/06,2006,Thailand,No
11070.2913,MW945477,Dengue virus,4,Complete,02674/06,2006,Thailand,Yes
11070.2914,MW945476,Dengue virus,4,Complete,30446/94,1994,Thailand,Yes
11070.2915,MW945475,Dengue virus,4,Complete,01258/04,2004,Thailand,No
11070.2916,MW945474,Dengue virus,4,Complete,00987/03,2003,Thailand,Yes
11070.2917,MW945473,Dengue virus,4,Complete,02269/02,2002,Thailand,No
11070.2918,MW945472,Dengue virus,4,Complete,02606/06,2006,Thailand,No
11070.2919,MW945471,Dengue virus,4,Complete,03531/01,2001,Thailand,Yes
11070.2920,MW945470,Dengue virus,4,Complete,01559/09,2009,Thailand,No
11070.2921,MW945469,Dengue virus,4,Complete,00535/04,2004,Thailand,Yes
11070.2922,MW945468,Dengue virus,4,Complete,02852/06,2006,Thailand,No
11070.2923,MW945467,Dengue virus,4,Complete,01107/06,2006,Thailand,Yes
11070.2924,MW945466,Dengue virus,4,Complete,01458/07,2007,Thailand,No
11070.2925,MW945465,Dengue virus,4,Complete,02720/06,2006,Thailand,Yes
11070.2926,MW945464,Dengue virus,4,Complete,01840/07,2007,Thailand,Yes
11070.2927,MW945463,Dengue virus,4,Complete,00779/06,2006,Thailand,No
11070.2928,MW945462,Dengue virus,4,Complete,00650/06,2006,Thailand,Yes
11070.2929,MW945461,Dengue virus,4,Complete,30302/94,1994,Thailand,Yes
11070.2930,MW945460,Dengue virus,4,Complete,02020/02,2002,Thailand,Yes
11070.2931,MW945459,Dengue virus,4,Complete,00575/14,2014,Thailand,No
11070.2932,MW945458,Dengue virus,4,Complete,00690/94,1994,Thailand,Yes
11070.2933,MW945457,Dengue virus,4,Complete,01938/06,2006,Thailand,Yes
11070.2934,MW945456,Dengue virus,4,Complete,00823/03,2003,Thailand,Yes
11070.2935,MW945455,Dengue virus,4,Complete,00044/01,2001,Thailand,Yes
11070.2936,MW945454,Dengue virus,4,Complete,01534/94,1994,Thailand,No
11070.2937,MW945437,Dengue virus,4,Complete,DENV4/PUERTORICO/1999/BID-V2446,1999,Puerto Rico,Yes
11070.2938,MW945436,Dengue virus,4,Complete,DENV4/PUERTORICO/1998/347751,1998,Puerto Rico,Yes
11070.2940,MW881266,Dengue virus,4,Complete,703,1999,Nicaragua,Yes
11070.2943,MW793460,Dengue virus,4,Complete,1036,2021-01,Thailand,Yes
11070.2944,MW793459,Dengue virus,4,Complete,PDK48,2021-01,Thailand,No
11070.303,AY947539,Dengue virus,4,Complete,H241,-,-,Yes
11070.3218,OK605767,Dengue virus,4,Complete,DENV4-1_1229,1976,Indonesia,Yes
11070.3219,OK605768,Dengue virus,4,Complete,DENV4-2_BE_H_403714,1982,Brazil,Yes
11070.3220,OK605769,Dengue virus,4,Complete,DENV4-3_DAK_H_38550,1983,Senegal,Yes
11070.3221,OK605770,Dengue virus,4,Complete,DENV4-4_FSE_2098,2006,Ecuador,Yes
11070.3222,OK605771,Dengue virus,4,Complete,DENV4-5_K_0036/94,1994,Thailand,No
11070.3313,ON123668,Dengue virus,4,Complete,N529,2018-10-11,India,No
11070.3352,MW720991,Dengue virus,4,Complete,GZ8H/2019125/2019/IV,2010-10,China,Yes
11070.3357,MW720995,Dengue virus,4,Complete,GZ8H/2019130/2019/IV,2010-10,China,Yes
11070.3388,MZ215848,Dengue virus,4,Complete,DKE-121,2007-05-21,Malaysia,Yes
11070.3390,ON799402,Dengue virus,4,Complete,D2201310101,2020-11-24,India,No
11070.3391,ON799403,Dengue virus,4,Complete,N38,2018-09-21,India,No
11070.3476,OL314735,Dengue virus,4,Complete,JBB-004,21-May-2019,Indonesia,Yes
11070.3477,OL314737,Dengue virus,4,Complete,JBB-008,23-May-2019,Indonesia,Yes
11070.3478,OL314736,Dengue virus,4,Complete,JBB-007,21-May-2019,Indonesia,Yes
11070.3479,OL314738,Dengue virus,4,Complete,JBB-023,26-May-2019,Indonesia,Yes
11070.3480,OL314739,Dengue virus,4,Complete,JBB-024,26-May-2019,Indonesia,Yes
11070.3481,OL314740,Dengue virus,4,Complete,JBB-037,30-May-2019,Indonesia,Yes
11070.3482,OL314741,Dengue virus,4,Complete,JBB-042,20-Jun-2019,Indonesia,Yes
11070.3483,OL314742,Dengue virus,4,Complete,JBB-044,25-Jun-2019,Indonesia,Yes
11070.3484,OL314743,Dengue virus,4,Complete,JBB-045,24-Jun-2019,Indonesia,Yes
11070.3485,OL314744,Dengue virus,4,Complete,JBB-049,26-Jun-2019,Indonesia,Yes
11070.3486,OL314745,Dengue virus,4,Complete,JBB-050,28-Jun-2019,Indonesia,Yes
11070.3487,OL314746,Dengue virus,4,Complete,JBB-051,28-Jun-2019,Indonesia,Yes
11070.3488,OL314747,Dengue virus,4,Complete,JBB-055,06-Jul-2019,Indonesia,Yes
11070.37,KC762694,Dengue virus,4,Complete,-,2007-05-30,Indonesia,Yes
11070.38,KC762695,Dengue virus,4,Complete,-,2007-07-09,Indonesia,Yes
11070.389,GQ199876,Dengue virus,4,Complete,-,2007,Venezuela,Yes
11070.39,KC762696,Dengue virus,4,Complete,-,2007-08-13,Indonesia,Yes
11070.390,GQ199878,Dengue virus,4,Complete,-,1994,USA,Yes
11070.391,GQ199879,Dengue virus,4,Complete,-,1994,USA,Yes
11070.392,GQ199880,Dengue virus,4,Complete,-,1995,USA,Yes
11070.393,GQ199881,Dengue virus,4,Complete,-,1996,USA,Yes
11070.394,GQ199882,Dengue virus,4,Complete,-,1996,USA,Yes
11070.395,GQ199883,Dengue virus,4,Complete,-,1996,USA,Yes
11070.396,GQ199884,Dengue virus,4,Complete,-,1996,USA,Yes
11070.397,GQ199885,Dengue virus,4,Complete,-,1996,USA,Yes
11070.40,KC762697,Dengue virus,4,Complete,-,2007-12-11,Indonesia,Yes
11070.41,KC762698,Dengue virus,4,Complete,-,2008-04-30,Indonesia,Yes
11070.411,GQ252675,Dengue virus,4,Complete,-,1995,USA,Yes
11070.417,JF262781,Dengue virus,4,Complete,-,1995,Venezuela,No
11070.418,JF262782,Dengue virus,4,Complete,-,1994,Haiti,No
11070.419,JF262783,Dengue virus,4,Complete,-,1961,India,Yes
11070.42,KC762699,Dengue virus,4,Complete,-,2008-03-28,Indonesia,Yes
11070.444,JF741967,Dengue virus,4,Complete,-,2010-09-26,China,Yes
11070.458,MG601754,Dengue virus,4,Complete,2013JH285,2013-08-30,China,Yes
11070.467,GQ398256,Dengue virus,4,Complete,DENV-4/SG/06K2270DK1/2005,2005,Singapore,Yes
11070.565,GQ868579,Dengue virus,4,Complete,-,2001,Colombia,Yes
11070.566,GQ868580,Dengue virus,4,Complete,-,2001,Colombia,Yes
11070.567,GQ868581,Dengue virus,4,Complete,-,2001,Colombia,Yes
11070.568,GQ868582,Dengue virus,4,Complete,-,2001,Colombia,Yes
11070.569,GQ868583,Dengue virus,4,Complete,-,2004,Colombia,Yes
11070.570,GQ868584,Dengue virus,4,Complete,-,2004,Colombia,Yes
11070.571,GQ868585,Dengue virus,4,Complete,-,2005,Colombia,Yes
11070.572,GQ868594,Dengue virus,4,Complete,-,1956,Philippines,Yes
11070.573,GQ868642,Dengue virus,4,Complete,-,2007,Venezuela,Yes
11070.574,GQ868644,Dengue virus,4,Complete,-,2007,Venezuela,Yes
11070.575,GQ868643,Dengue virus,4,Complete,-,2007,Venezuela,Yes
11070.576,GQ868645,Dengue virus,4,Complete,-,2007,Venezuela,Yes
11070.606,FJ226067,Dengue virus,4,Complete,DENV-4/US/BID-V860/1994,1994,USA,Yes
11070.616,KC333651,Dengue virus,4,Complete,GZ/9809/2012,2012,China,Yes
11070.62,KU509287,Dengue virus,4,Complete,DENV4-3274,2009,India,Yes
11070.64,KU509288,Dengue virus,4,Complete,DENV4-61120,2010,Indonesia,No
11070.640,JQ513330,Dengue virus,4,Complete,H772846,2010-07-17,Brazil,Yes
11070.641,JQ513331,Dengue virus,4,Complete,H772852,2010-07-18,Brazil,Yes
11070.642,JQ513334,Dengue virus,4,Complete,H775222,2010-11-10,Brazil,Yes
11070.643,JQ513335,Dengue virus,4,Complete,H778494,2011-01-12,Brazil,Yes
11070.644,JQ513337,Dengue virus,4,Complete,H778887,2011-01-20,Brazil,Yes
11070.645,JQ513341,Dengue virus,4,Complete,H780120,2010-11-21,Brazil,Yes
11070.646,JQ513342,Dengue virus,4,Complete,H780556,2011-01-29,Brazil,No
11070.686,FJ639736,Dengue virus,4,Complete,DENV-4/VE/BID-V2163/1998,1998,Venezuela,Yes
11070.687,FJ639738,Dengue virus,4,Complete,DENV-4/VE/BID-V2165/1998,1998,Venezuela,Yes
11070.688,FJ639739,Dengue virus,4,Complete,DENV-4/VE/BID-V2166/1998,1998,Venezuela,Yes
11070.689,FJ639748,Dengue virus,4,Complete,DENV-4/VE/BID-V2177/2000,2000,Venezuela,Yes
11070.690,FJ639764,Dengue virus,4,Complete,DENV-4/VE/BID-V2194/2001,2001,Venezuela,Yes
11070.749,KM190936,Dengue virus,4,Complete,VIROAF8,2006-05-26,Thailand,Yes
11070.754,JN559740,Dengue virus,4,Complete,H402276,1982-03-26,Brazil,Yes
11070.79,KU513441,Dengue virus,4,Complete,-,2013,Brazil,Yes
11070.795,JN638570,Dengue virus,4,Complete,DF patient,2008,Cambodia,Yes
11070.796,JN638571,Dengue virus,4,Complete,DHF patient,2007,Cambodia,No
11070.797,JN638572,Dengue virus,4,Complete,DSS patient,2008,Cambodia,Yes
11070.809,KJ160504,Dengue virus,4,Complete,rDENV4,-,Sri Lanka,Yes
11070.825,JN819406,Dengue virus,4,Complete,DENV-4/VE/BID-V2607/2006,2006,Venezuela,Yes
11070.86,KU523872,Dengue virus,4,Complete,ID-CN27-15,2015-04-08,Indonesia,Yes
11070.87,KU523871,Dengue virus,4,Complete,PH-CN08-14,2014-02-13,Philippines,Yes
11070.887,JN983813,Dengue virus,4,Complete,Br246RR/10,2010-09-08,Brazil,Yes
11070.893,KP188557,Dengue virus,4,Complete,BR/SJRP/500/2012,2012-03-09,Brazil,Yes
11070.894,KP188558,Dengue virus,4,Complete,BR/SJRP/505/2012,2012-03-14,Brazil,Yes
11070.895,KP188559,Dengue virus,4,Complete,BR/SJRP/506/2012,2012-03-16,Brazil,No
11070.896,KP188560,Dengue virus,4,Complete,BR/SJRP/514/2012,2012-04-02,Brazil,Yes
11070.897,KP188561,Dengue virus,4,Complete,BR/SJRP/556/2012,2012-07-11,Brazil,No
11070.898,KP188562,Dengue virus,4,Complete,BR/SJRP/580/2012,2012-12-10,Brazil,Yes
11070.899,KP188563,Dengue virus,4,Complete,BR/SJRP/610/2013,2013-01-07,Brazil,Yes
11070.900,KP188564,Dengue virus,4,Complete,BR/SJRP/614/2013,2013-01-10,Brazil,Yes
11070.901,KP188565,Dengue virus,4,Complete,BR/SJRP/733/2013,2013-01-30,Brazil,No
11070.902,KP188566,Dengue virus,4,Complete,BR/SJRP/850/2013,2013-02-08,Brazil,Yes
11070.951,EU854295,Dengue virus,4,Complete,DENV-4/US/BID-V1083/1986,1986,USA,Yes
11070.952,EU854296,Dengue virus,4,Complete,DENV-4/US/BID-V1093/1998,1998,USA,Yes
11070.953,EU854297,Dengue virus,4,Complete,DENV-4/US/BID-V1094/1998,1998,USA,Yes
11070.954,EU854299,Dengue virus,4,Complete,DENV-4/VE/BID-V1157/2007,2007,Venezuela,Yes
11070.955,EU854300,Dengue virus,4,Complete,DENV-4/VE/BID-V1159/2007,2007,Venezuela,Yes
11070.956,EU854301,Dengue virus,4,Complete,DENV-4/VE/BID-V1161/2007,2007,Venezuela,Yes
11070.957,JQ822247,Dengue virus,4,Complete,GZ30,2010,China,Yes
11070.962,JQ915081,Dengue virus,4,Complete,PF09/290109-69,2009-01-29,French Polynesia,Yes
11070.963,JQ915082,Dengue virus,4,Complete,PF09/230309-126,2009-03-23,French Polynesia,Yes
11070.964,JQ915083,Dengue virus,4,Complete,PF09/080409-93,2009-04-08,French Polynesia,Yes
11070.965,JQ915084,Dengue virus,4,Complete,PF10/150610-28,2010-06-15,French Polynesia,Yes
11070.966,JQ915085,Dengue virus,4,Complete,NC08/200208-409,2008-02-20,New Caledonia,Yes
11070.967,JQ915086,Dengue virus,4,Complete,NC09/050209-1413,2009-02-05,New Caledonia,Yes
11070.968,JQ915087,Dengue virus,4,Complete,NC09/170309-6652,2009-03-17,New Caledonia,Yes
11070.969,JQ915088,Dengue virus,4,Complete,NC09/020409-9266,2009-04-02,New Caledonia,Yes
11070.970,JQ915089,Dengue virus,4,Complete,NC09/230909-14518,2009-09-23,New Caledonia,Yes
11070.971,JQ915090,Dengue virus,4,Complete,WF09/010409-0001,2009-04-01,Wallis and Futuna,Yes
11070.973,KJ579240,Dengue virus,4,Complete,DENV-4/MT/BR2_TVP17888/2012,2012-04-23,Brazil,Yes
11070.974,KJ579241,Dengue virus,4,Complete,DENV-4/MT/BR8_TVP17894/2012,2012-04-23,Brazil,Yes
11070.975,KJ579242,Dengue virus,4,Complete,DENV-4/MT/BR9_TVP17895/2012,2012-04-18,Brazil,Yes
11070.976,KJ579243,Dengue virus,4,Complete,DENV-4/MT/BR12_TVP17898/2012,2012-03-28,Brazil,Yes
11070.977,KJ579244,Dengue virus,4,Complete,DENV-4/MT/BR20_TVP17906/2012,2012-03-30,Brazil,Yes
11070.978,KJ579245,Dengue virus,4,Complete,DENV-4/MT/BR23_TVP17909/2012,2012-03-30,Brazil,Yes
11070.979,KJ579246,Dengue virus,4,Complete,DENV-4/MT/BR24_TVP17910/2012,2012-04-19,Brazil,Yes
11070.980,KJ579247,Dengue virus,4,Complete,DENV-4/MT/BR27_TVP17913/2012,2012-04-12,Brazil,Yes
11070.981,KJ579248,Dengue virus,4,Complete,DENV-4/MT/BR28_TVP17914/2012,2012-04-19,Brazil,Yes
